label,url,brand,name,price,skin type,skin tone,spf,concern,concern 2,concern 3,key ingredient,formulation
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-ace-of-face-foundation-stick-25-macchiato-12-g/11209974/buy,SUGAR,Ace Of Face Foundation Stick 25 Macchiato 12 g,₹ 999,,Light to Medium,,Waterproof,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infaillible-24h-fresh-wear-foundation---sand-220-30-ml/8987507/buy,LOreal,Paris Infaillible 24H Fresh Wear Foundation - Sand 220 30 ml,₹ 1020,,,Between 15-30,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-set-of-perfecting--liquid-foundation--radiance-complexion-compact/15059818/buy,Lakme,Set of Perfecting Liquid Foundation & Radiance Complexion Compact,₹ 279,,,,Dark Spots,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-foundation---f85-23ml/8434329/buy,Makeup Revolution London,Conceal & Define Foundation - F8.5 23ml,₹ 913,All,Medium to Dark,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/clinique/clinique-even-better-makeup-broad-spectrum-with-spf-15---cn-ivory-30ml/9588797/buy,Clinique,Even Better Makeup Broad Spectrum with SPF 15 - CN Ivory 30ml,₹ 2900,,,,Dark Spots,,,Vitamin C,Liquid
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-cosmetics-ace-of-face-foundation-stick-52-corretto-12-g/11209960/buy,SUGAR,Cosmetics Ace Of Face Foundation Stick 52 Corretto 12 g,₹ 999,,Medium to Dark,,Fine Lines and Wrinkles,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-31-hd-liquid-foundation-30-ml/8118531/buy,PAC,3.1 HD Liquid Foundation 30 ml,₹ 831,All,,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/iba/iba-must-have-waterproof-liquid-foundation---warm-caramel-30ml/15753888/buy,Iba,Must Have Waterproof Liquid Foundation - Warm Caramel 30ml,₹ 559,,Light to Medium,,,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/cal-losangeles/cal-losangeles-setz-makeup-finishing-spray-soft-focus-effect---100-ml/15273450/buy,CAL Losangeles,SETZ Makeup Finishing Spray Soft Focus Effect - 100 ml,₹ 451,All,Fair to Light,,,,,,Spray
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infallible-24h-matte-cover-spf20-pa-liquid-foundation---105-fair-linen/13701838/buy,LOreal,Paris Infallible 24h Matte Cover SPF20 PA++ Liquid Foundation - 105 Fair Linen,₹ 679,,,Between 15-30,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-skin-long-wear-weightless-foundation---natural/13153460/buy,Bobbi Brown,Mini Skin Long Wear Weightless Foundation - Natural,₹ 1990,,,Between 15-30,Oil Control,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-full-coverage-foundation---f7-23-ml/8434363/buy,Makeup Revolution London,Conceal & Define Full Coverage Foundation - F7 23 ml,₹ 942,All,Medium to Dark,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/chambor/chambor-enriched-revitalising-makeup-foundation---honey-no-301-/8882609/buy,Chambor,Enriched Revitalising Makeup Foundation - Honey No. 301,₹ 1295,,Fair to Light,Between 15-30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/sivanna-colors/sivanna-colors-mini-bowknot-foundation-20ml/15848192/buy,Sivanna Colors,Mini Bowknot Foundation 20ml,₹ 990,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/revlon/revlon-touch--glow-moisturizing-liquid-make-up---ivory-mist/2130420/buy,Revlon,Touch & Glow Moisturizing Liquid Make Up - Ivory Mist,₹ 282,,Fair to Light,,Brightening,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/swiss-beauty-high-coverage-waterproof-base-foundation---rose-blush-02/15580242/buy,SWISS BEAUTY,High Coverage Waterproof Base Foundation - Rose Blush 02,₹ 299,All,Fair to Light,,Pore Minimizing and Blurring,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-super-blendable-liquid-foundation---rose-vanilla-2r2c2k-30-ml/1546336/buy,LOreal,Paris True Match Super Blendable Liquid Foundation - Rose Vanilla 2R2C2K 30 ml,₹ 764,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-matte-mousse-foundation--beige-03-30gm/8875607/buy,FACES CANADA,Ultime Pro Matte Mousse Foundation Beige 03 30gm,₹ 699,All,Light to Medium,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/iba/iba-women-must-have-waterproof-liquid-foundation---golden-sand-30-ml-/15753866/buy,Iba,Women Must Have Waterproof Liquid Foundation - Golden Sand 30 ml,₹ 559,,Light to Medium,,,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-beige-24hrs-weightless-liquid-foundation-fw-33-25-ml/13353030/buy,Colorbar,Women Beige 24Hrs Weightless Liquid Foundation-FW 3.3 25 ml,₹ 845,,Light to Medium,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-women-30-hd-liquid-foundation-30-ml/8118247/buy,PAC,Women 3.0 HD Liquid Foundation 30 ml,₹ 875,Normal,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-spf-10-foundation---honey-bronze-30-ml/9588437/buy,Estee Lauder,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Honey Bronze 30 ml,₹ 3600,,,Below 15,Dark Spots,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-super-blendable-liquid-foundation---golden-amber-d7w7-30ml/1546329/buy,LOreal,Paris True Match Super Blendable Liquid Foundation - Golden Amber D7W7 30ml,₹ 719,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-set-of-colossal-bold-liner--fit-me-matte-liquid-foundation/15060306/buy,Maybelline,New York Set of Colossal Bold Liner & Fit Me Matte Liquid Foundation,₹ 590,,Light to Medium,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-professional-stick-foundation---fs36/15323218/buy,Miss Claire,Professional Stick Foundation - FS36,₹ 472,All,Medium to Dark,,Acne or Blemishes,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-light-medium-warm-undertone-24hr-foundation-27-vienna-25-ml/14534454/buy,SUGAR,Rage For Coverage Light Medium Warm Undertone 24Hr Foundation 27 Vienna 25 ml,₹ 799,,Light to Medium,,Pore Minimizing and Blurring,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-45-hd-liquid-foundation-30-ml/8118645/buy,PAC,4.5 HD Liquid Foundation 30 ml,₹ 875,Normal,,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-mini-skin-long-wear-weightless-foundation-spf-15---natural-tan/13153466/buy,Bobbi Brown,Mini Skin Long Wear Weightless Foundation SPF 15 - Natural Tan,₹ 1990,,,Between 15-30,Oil Control,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---400n/15693918/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 400N,₹ 4275,All,Dark to Deep,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-light-golden-undertone-24hr-foundation-17-raf-25ml/14534460/buy,SUGAR,Rage For Coverage Light Golden Undertone 24Hr Foundation 17 Raf 25ml,₹ 799,,Light to Medium,,Pore Minimizing and Blurring,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-women-15-hd-liquid-foundation-30-ml/8118287/buy,PAC,Women 1.5 HD Liquid Foundation 30 ml,₹ 743,Normal,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/chambor/chambor-cashew--no101-brightening-smoothening-foundation-wet--dry-15-g/8882615/buy,Chambor,Cashew No.101 Brightening Smoothening Foundation Wet & Dry 15 g,₹ 1295,All,Fair to Light,,,,,,Powder
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc43-15g/9590921/buy,M.A.C,Studio Fix Powder Plus Foundation - NC43 15g,₹ 2950,All,,,,,,,Powder
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---310c/15693948/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 310C,₹ 4500,Normal,Light to Medium,,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/wet-n-wild/wet-n-wild-sustainable-photo-focus-stick-foundation---cream-beige-12g/10884942/buy,Wet n Wild,Sustainable Photo Focus Stick Foundation - Cream Beige 12g,₹ 422,All,Light to Medium,,,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-3d-cover-spf-30-foundation--cool-cinnamon-c300/11351746/buy,Lakme,Absolute 3D Cover SPF 30 Foundation- Cool Cinnamon C300,₹ 637,,,Between 15-30,Dark Spots,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-women-beige-24hrs-weightless-liquid-foundation-fw-21-25-ml/13353048/buy,Colorbar,Women Beige 24Hrs Weightless Liquid Foundation-FW 2.1 25 ml,₹ 845,,Fair to Light,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-beige-03-18ml/13263540/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Beige 03 18ml,₹ 169,,Light to Medium,,Fine Lines and Wrinkles,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/maybelline/maybelline-new-york-set-of-kajal---foundation---concealer---liner-/14464926/buy,Maybelline,New York Set Of Kajal - Foundation - Concealer - Liner,₹ 1396,,,Between 15-30,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-hd-40-liquid-foundation-30-ml/8118301/buy,PAC,HD 4.0 Liquid Foundation 30 ml,₹ 743,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-sun-defense-cc-cream-luxe-spf-50-natural-02-30ml/14254350/buy,FACES CANADA,Ultime Pro Sun Defense CC Cream Luxe SPF 50 Natural 02 30ml,₹ 799,Normal,Light to Medium,Above 30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/swiss-beauty-flawless-finish-daily-wear-lightweight-foundation---natural-nude-04/15580202/buy,SWISS BEAUTY,Flawless Finish Daily Wear Lightweight Foundation - Natural Nude 04,₹ 195,All,Light to Medium,Above 30,Sun Protection,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-hd-runway-ready-foundation-sand-04-30ml/14254360/buy,FACES CANADA,Ultime Pro Hd Runway Ready Foundation Sand 04 30ml,₹ 1199,Normal,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-makeup-fixer/2421530/buy,FACES CANADA,Ultime Pro Makeup Fixer,₹ 486,Normal,Light to Medium,,,,,Hyaluronic Acid,Cream
foundation,https://www.myntra.com/foundation-and-primer/anastasia-beverly-hills/anastasia-beverly-hills-luminous-foundation---270c/15693940/buy,ANASTASIA BEVERLY HILLS,Luminous Foundation - 270C,₹ 4275,All,Fair to Light,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infallible-24h-matte-cover-liquid-foundation---true-sun-257/13701870/buy,LOreal,Paris Infallible 24h Matte Cover Liquid Foundation - True Sun 257,₹ 639,,,Between 15-30,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-matte-mousse-foundation--ivory-01-30gm/8875605/buy,FACES CANADA,Ultime Pro Matte Mousse Foundation Ivory 01 30gm,₹ 749,Normal,Light to Medium,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-super-blendable-liquid-foundation---golden-cappuccino-d8w8-30-ml/1546327/buy,LOreal,Paris True Match Super Blendable Liquid Foundation - Golden Cappuccino D8W8 30 ml,₹ 764,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/colorbar/colorbar-beige-24hrs-weightless-liquid-foundation-fw-23-25-ml/13353018/buy,Colorbar,Beige 24Hrs Weightless Liquid Foundation FW 2.3 25 ml,₹ 845,,Fair to Light,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-natural-02-18ml/14254364/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Natural 02 18ml,₹ 169,Normal,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/iba-halal-care/iba-halal-care-natural-beige-pure-skin-liquid-foundation-30-ml/7695053/buy,Iba HALAL CARE,Natural Beige Pure Skin Liquid Foundation 30 ml,₹ 337,Normal,Fair to Light,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-sand-04-18ml/14203506/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Sand 04 18ml,₹ 169,Oily,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-absolute-3d-cover-foundation---neutral-medium-15-ml/11351714/buy,Lakme,Absolute 3D Cover Foundation - Neutral Medium 15 ml,₹ 637,,,Between 15-30,Dark Spots,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-light-cool-undertone-24hr-foundation-15-cappuccino-25-ml/14534456/buy,SUGAR,Rage For Coverage Light Cool Undertone 24Hr Foundation 15 Cappuccino 25 ml,₹ 799,,Light to Medium,,Pore Minimizing and Blurring,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/myglamm/myglamm-total-makeover-ff-cream-foundation-palette-dusky/14603880/buy,MyGlamm,Total Makeover FF Cream Foundation Palette-Dusky,₹ 1160,,Dark to Deep,,Oil Control,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-second-skin-foundation---ivory-01-30ml/7280631/buy,FACES CANADA,Ultime Pro Second Skin Foundation Ivory 01 30ml,₹ 1199,,Light to Medium,Between 15-30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/note/note-detox-and-protect-foundation-03--medium-beige-35-ml/12298908/buy,Note,Detox And Protect Foundation 03- Medium Beige 35 ml,₹ 1039,All,Light to Medium,,Fine Lines and Wrinkles,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-set-of-2-perfecting-liquid-foundations/15059838/buy,Lakme,Set of 2 Perfecting Liquid Foundations,₹ 266,,,,Dark Spots,,,Vitamin E,Liquid
foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/-swiss-beauty-daily-wear-light-weight-foundation---white-ivory-40g/15580464/buy,SWISS BEAUTY,"Daily Wear Light Weight Foundation - White Ivory, 40g",₹ 195,,Light to Medium,Above 30,Sun Protection,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-liquid-foundation-spf-10---toasty-toffee-4w2-30ml/9590625/buy,Estee Lauder,Double Wear Stay-In-Place Liquid Foundation SPF 10 - Toasty Toffee 4W2 30ml,₹ 3600,,,Below 15,Dark Spots,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/-swiss-beauty-shiny-pearl-water-drop-blemish-balm-bb-foundation---03/15580458/buy,SWISS BEAUTY,Shiny Pearl Water Drop Blemish Balm BB Foundation - 03,₹ 159,All,Light to Medium,Below 15,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-with-spf-15---honey-w-0645-30ml/9682867/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation with SPF 15 - Honey (W-064/5) 30ml,₹ 4300,Normal,,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infallible-24h-matte-cover-liquid-foundation-255-natural-sand/13701828/buy,LOreal,Paris Infallible 24H Matte Cover Liquid Foundation-255 Natural Sand,₹ 639,,Dark to Deep,Between 15-30,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/swiss-beauty-high-coverage-waterproof-base-foundation---natural-nude-04/15580054/buy,SWISS BEAUTY,High Coverage Waterproof Base Foundation - Natural Nude 04,₹ 299,All,Light to Medium,,Pore Minimizing and Blurring,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-true-match-liquid-foundation---n4-beige-30ml/1546335/buy,LOreal,Paris True Match Liquid Foundation - N4 Beige 30ml,₹ 764,,,Between 15-30,Uneven Texture,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/essence/essence-soft-touch-mousse-make-up---02-matt-beige/13049326/buy,essence,Soft Touch Mousse Make-Up - 02 Matt Beige,₹ 409,All,Light to Medium,,,,,,Mousse
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-spf-10-foundation---bone-30-ml/1895382/buy,Estee Lauder,Double Wear Stay-in-Place Makeup SPF 10 Foundation - Bone 30 ml,₹ 3700,,,Below 15,Dark Spots,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-spf-15---natural-tan-n-054425-30ml/9682853/buy,Bobbi Brown,Skin Long-wear Weightless Foundation SPF 15 - Natural Tan (N-054/4.25) 30ml,₹ 4250,Normal,,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/sivanna-colors/sivanna-colors-honey--collagen-liquid-foundation-hf4012-02/14442588/buy,Sivanna Colors,Honey & Collagen Liquid Foundation HF4012 02,₹ 799,,Light to Medium,,Dark Spots,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-matte-powder-foundation---buff-2n2-12g/9436873/buy,Estee Lauder,Double Wear Stay-In-Place Matte Powder Foundation - Buff 2N2 12g,₹ 3700,,Light to Medium,,Oil Control,,,,Powder
foundation,https://www.myntra.com/foundation-and-primer/lakme/lakme-liquid-foundation--argan-oil-radiance/7763287/buy,Lakme,Liquid Foundation & Argan Oil Radiance,₹ 1311,,,Above 30,Dryness,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/swiss-beauty/-swiss-beauty-primer-mousse-foundation---beige/15580468/buy,SWISS BEAUTY,Primer Mousse Foundation - Beige,₹ 291,All,Light to Medium,,Brightening,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-double-wear-stay-in-place-makeup-foundation-with-spf-10---ivory-nude-30ml/9589031/buy,Estee Lauder,Double Wear Stay-in-Place Makeup Foundation with SPF 10 - Ivory Nude 30ml,₹ 3700,,,Below 15,Dark Spots,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-long-wear-weightless-foundation-with-spf-15---porcelain-n-0120/9682835/buy,Bobbi Brown,Skin Long-Wear Weightless Foundation with SPF 15 - Porcelain N-012/0,₹ 4300,,Light to Medium,Between 15-30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-47-hd-liquid-foundation-30-ml/8118377/buy,PAC,4.7 HD Liquid Foundation 30 ml,₹ 875,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/sugar/sugar-rage-for-coverage-light-medium-golden-undertone-24hr-foundation-20-galao-25ml/14534444/buy,SUGAR,Rage For Coverage Light Medium Golden Undertone 24Hr Foundation 20 Galao 25ml,₹ 799,,Light to Medium,,Pore Minimizing and Blurring,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/estee-lauder/estee-lauder-ivory-beige-double-wear-stay-in-place-makeup-with-spf-10/1895378/buy,Estee Lauder,Ivory Beige Double Wear Stay-in-Place Makeup with SPF 10,₹ 3600,,,Below 15,Dark Spots,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/chambor/chambor-beige-102-brightening-wet--dry-smoothening-foundation-15-g/8882617/buy,Chambor,Beige 102 Brightening Wet & Dry Smoothening Foundation 15 g,₹ 1295,Combination,Light to Medium,,,,,,Powder
foundation,https://www.myntra.com/foundation-and-primer/pac/pac-studio-pen-stick---517/9787317/buy,PAC,Studio Pen Stick - 517,₹ 590,Combination,Medium to Dark,,Sun Protection,,,,Stick
foundation,https://www.myntra.com/foundation-and-primer/bobbi-brown/bobbi-brown-skin-foundation-stick---55-warm-honey-9-g/9590319/buy,Bobbi Brown,Skin Foundation Stick - 5.5 Warm Honey 9 g,₹ 4250,All,Light to Medium,,,,,,
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-women-infallible-matte-cover-foundation-with-make-up-brush-set---fresh-beige-107/12852764/buy,LOreal,Women Infallible Matte Cover Foundation with Make Up Brush Set - Fresh Beige 107,₹ 375,Normal,Light to Medium,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-broad-spectrum-foundation-with-spf-15---nw35-30-ml/9589485/buy,M.A.C,Studio Fix Fluid Broad Spectrum Foundation with SPF 15 - NW35 30 ml,₹ 2900,All,,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/colorbar/24hrs-weightless-liquid-foundation/13353046/buy,Colorbar,24Hrs Weightless Liquid Foundation,₹ 845,,Light to Medium,,Oil Control,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/deborah/deborah-milano-dress-me-perfect-sand-spf-15-self-adapting-foundation-03/1663949/buy,Deborah,Milano Dress Me Perfect Sand SPF 15 Self-Adapting Foundation 03,₹ 746,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-fluid-broad-spectrum-foundation-with-spf-15---nc18-30ml/9590329/buy,M.A.C,Studio Fix Fluid Broad Spectrum Foundation with SPF 15 - NC18 30ml,₹ 2950,All,Fair to Light,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-beige-03-18ml/13263540/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Beige 03 18ml,₹ 169,,Light to Medium,,Fine Lines and Wrinkles,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-prime-perfect-foundation-beige-03-30ml/1452976/buy,FACES CANADA,Prime Perfect Foundation Beige 03 30ml,₹ 636,Oily,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/iba-halal-care/iba-halal-care-ivory-fair-pure-skin-liquid-foundation-30-ml/7695058/buy,Iba HALAL CARE,Ivory Fair Pure Skin Liquid Foundation 30 ml,₹ 337,Normal,Fair to Light,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/loreal/loreal-paris-infallible-24-hr-matte-cover-foundation-gold-sand-1055/11752604/buy,LOreal,Paris Infallible 24 HR Matte Cover Foundation-Gold Sand 105.5,₹ 562,,,Between 15-30,Waterproof,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/colorbar/apple-crunch-aqua-feel-pro-foundation/7897459/buy,Colorbar,Apple Crunch Aqua Feel Pro Foundation,₹ 550,Normal,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/mac/mac-studio-fix-powder-plus-foundation---nc445-15g/9588827/buy,M.A.C,Studio Fix Powder Plus Foundation - NC44.5 15g,₹ 2950,,Fair to Light,,,,,,Powder
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-makeup-fixer/2421530/buy,FACES CANADA,Ultime Pro Makeup Fixer,₹ 486,Normal,Light to Medium,,,,,Hyaluronic Acid,Cream
foundation,https://www.myntra.com/foundation-and-primer/note/note-luminous-moisturizing-sand-foundation-04/6160060/buy,Note,Luminous Moisturizing Sand Foundation 04,₹ 1019,Dry,Light to Medium,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/inglot/inglot-hd-perfect-coverup-foundation-75-35ml/12088334/buy,INGLOT,"HD Perfect Coverup Foundation 75, (35ml)",₹ 2392,Combination,Fair to Light,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/miss-claire/miss-claire-skin-beige-23-lasting-perfection-ultimate-wear-foundation-30ml/7120669/buy,Miss Claire,Skin Beige 23 Lasting Perfection Ultimate Wear Foundation 30ml,₹ 395,Normal,Fair to Light,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/note/note-medium-beige-mattifying-extreme-wear-spf-15-foundation-03/6383335/buy,Note,Medium Beige Mattifying Extreme Wear SPF 15 Foundation 03,₹ 1299,Oily,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/milani/milani-make-it-last-matte-finish-charcoal-make-up-setting-spray-60-ml/14686358/buy,MILANI,Make It Last Matte Finish Charcoal Make-Up Setting Spray 60 ml,₹ 890,Normal,Fair to Light,,Oil Control,,,,Spray
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-weightless-matte-finish-mini-foundation-natural-02-18ml/14254364/buy,FACES CANADA,Weightless Matte Finish Mini Foundation Natural 02 18ml,₹ 169,Normal,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/kiko-milano/kiko-milano-full-coverage-2-in-1-foundation--concealer-wb30-25-ml/7735789/buy,KIKO MILANO,Full Coverage 2-in-1 Foundation & Concealer WB30 25 ml,₹ 2300,Oily,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/essence/essence-soft-sand-stay-all-day-16h-long-lasting-make-up-foundation-30/7171553/buy,essence,Soft Sand Stay All Day 16h Long Lasting Make-Up Foundation 30,₹ 475,All,Light to Medium,,,,,,Cream
foundation,https://www.myntra.com/foundation-and-primer/chambor/chambor-extreme-matte-long-wear-foundation-ivory-light-1011/13233850/buy,Chambor,Extreme Matte Long-Wear Foundation IVORY LIGHT #1011,₹ 795,Oily,,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/makeup-revolution-london/makeup-revolution-london-conceal--define-foundation---f122-23-ml/11866736/buy,Makeup Revolution London,Conceal & Define Foundation - F12.2 23 ml,₹ 942,All,Medium to Dark,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/essence/essence-stay-all-day-16h-long-lasting-make-up-15/13075070/buy,essence,Essence Stay All Day 16H Long-Lasting Make-Up 15,₹ 427,All,Light to Medium,,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/faces-canada/faces-canada-ultime-pro-second-skin-foundation---ivory-01-30ml/7280631/buy,FACES CANADA,Ultime Pro Second Skin Foundation Ivory 01 30ml,₹ 1199,,Light to Medium,Between 15-30,,,,,Liquid
foundation,https://www.myntra.com/foundation-and-primer/ofra/ofra-2-absolute-cover-silk-peptide-foundation-30ml/11222256/buy,OFRA,2 Absolute Cover Silk Peptide Foundation 30ml,₹ 2362,Normal,Light to Medium,,,,,,Liquid
