,label,url,brand,name,price,skin type,concern
477,cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-turmeric-deep-cleansing-face-wash---120-ml/15283684/buy,Good Vibes,Turmeric Deep Cleansing Face Wash - 120 ml,₹ 184,All,"hydration,dull skin,excess oil"
478,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of-2-deep-clean-foam-cleanser-100-gm/7037185/buy,Neutrogena,Set Of 2 Deep Clean Foam Cleanser 100 gm,₹ 484,Oily,"anti-pollution,pore care,excess oil"
479,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-set-of-2-ubtan-face-wash-with-turmeric--saffron---100-ml-each/11081222/buy,Mamaearth,Sustainable Set of 2 Ubtan Face Wash with Turmeric & Saffron - 100 ml Each,₹ 448,Normal,"lightening,tan removal,softening and smoothening"
480,cleanser,https://www.myntra.com/face-wash-and-cleanser/ustraa/ustraa-men-neem--charcoal-face-wash-200-g/13754264/buy,Ustraa,Men Neem & Charcoal Face Wash 200 g,₹ 271,All,"acne or blemishes,,"
481,cleanser,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-ubtan-foaming-face-wash---100-ml/12426296/buy,WOW SKIN SCIENCE,Ubtan Foaming Face Wash - 100 ml,₹ 204,All,"acne or blemishes,deep nourishment,tan removal"
482,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-oil-clear-clay-d-tox-deep-cleansing-face-wash-150gm/13324940/buy,Garnier,Men Oil Clear Clay D-Tox Deep Cleansing Face Wash 150gm,₹ 213,Oily,"excess oil,daily use,"
483,cleanser,https://www.myntra.com/face-wash-and-cleanser/innisfree/innisfree-bija-trouble-facial-foam-150-g/14765224/buy,Innisfree,Bija Trouble Facial Foam 150 g,₹ 700,Normal,"acne or blemishes,excess oil,pore care"
484,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of--deep-clean-foam-cleanser--ultra-sheer-sunblock-spf50/9653903/buy,Neutrogena,Set Of Deep Clean Foam Cleanser & Ultra Sheer Sunblock SPF50,₹ 454,Oily,"anti-pollution,pore care,excess oil"
485,cleanser,https://www.myntra.com/face-wash-and-cleanser/ustraa/ustraa-men-acne--oil-control-face-wash-200-g/13754266/buy,Ustraa,Men Acne & Oil Control Face Wash 200 g,₹ 271,Oily,"excess oil,,"
486,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-almond-oil-soothing-face--eye-sustainable-makeup-cleanser-120-ml/1919963/buy,Biotique,Bio Almond Oil Soothing Face & Eye Sustainable Makeup Cleanser 120 ml,₹ 101,All,"general care,general care,daily use"
487,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-face-shop/the-face-shop-herb-day-365-master-blending-foaming-cleanser---aloe--green-tea-170-ml/12644890/buy,The Face Shop,Herb Day 365 Master Blending Foaming Cleanser - Aloe & Green Tea 170 ml,₹ 442,All,"hydration,dull skin,"
488,cleanser,https://www.myntra.com/face-wash-and-cleanser/lakme/lakme-absolute-perfect-radiance-skin-lightening-set-of-day-creme--face-wash-15g--50g/11810124/buy,Lakme,Absolute Perfect Radiance Skin Lightening Set of Day Creme & Face Wash (15g + 50g),₹ 225,All,"lightening,dark spots,acne or blemishes"
489,cleanser,https://www.myntra.com/face-wash-and-cleanser/organic-harvest/organic-harvest-unisex-sulphate-free-skin-lightening-face-wash-100g/10075833/buy,Organic Harvest,Unisex Sulphate Free Skin Lightening Face Wash 100g,₹ 185,All,"dark spots,dull skin,"
490,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-unisex-pack-of-2-deep-clean-facial-cleanser-50-ml/7037927/buy,Neutrogena,Unisex Pack Of 2 Deep Clean Facial Cleanser 50 ml,₹ 221,Oily,"pore care,excess oil,"
491,cleanser,https://www.myntra.com/face-wash-and-cleanser/innisfree/innisfree-city-pollution-defender-cleansing-foam-150-ml/14765228/buy,Innisfree,City Pollution Defender Cleansing Foam 150 ml,₹ 900,Normal,"anti-pollution,hydration,"
492,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-skin-perfect-anti-aging-plus-whitening-facial-foam/625424/buy,LOreal,Paris Skin Perfect Anti-Aging Plus Whitening Facial Foam,₹ 114,All,"fine lines and wrinkles,dryness,daily use"
493,cleanser,https://www.myntra.com/face-wash-and-cleanser/taavi/taavi-unisex-natreal-papaya-face-wash-210-ml/13454638/buy,Taavi,Unisex Natreal Papaya Face wash 210 ml,₹ 149,All,"daily use,,"
494,cleanser,https://www.myntra.com/face-wash-and-cleanser/clinique/clinique-liquid-facial-soap-oily-skin-formula-200-ml/9590649/buy,Clinique,Liquid Facial Soap Oily Skin Formula 200 ml,₹ 2000,Oily,"general care,excess oil,"
495,cleanser,https://www.myntra.com/face-wash-and-cleanser/tac---the-ayurveda-co/tac---the-ayurveda-co-skin-brightening-ubtan-foaming-face-wash-100-ml/14568060/buy,TAC - The Ayurveda Co.,Skin Brightening Ubtan Foaming Face Wash 100 ml,₹ 341,All,"lightening,deep nourishment,dull skin"
496,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-unisex-set-of-2-deep-clean-foam-cleanser/7037937/buy,Neutrogena,Unisex Set of 2 Deep Clean Foam Cleanser,₹ 263,Oily,"anti-pollution,pore care,"
497,cleanser,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-pack-of-2-salicylic-acid-face-wash-for-acne-prone--oily-skin---100-ml-each/15322570/buy,Azani Active Care,Azani Active Pack of 2 Salicylic Acid Face Wash For Acne Prone & Oily Skin - 100 ml Each,₹ 495,All,"acne or blemishes,pore care,excess oil"
498,cleanser,https://www.myntra.com/face-wash-and-cleanser/kama-ayurveda/kama-ayurveda-sustainable-unisex-sensitive-skin-cleansing-foam-with-sandalwood--aloe-vera-100-ml/4381874/buy,KAMA AYURVEDA,Sustainable Unisex Sensitive Skin Cleansing Foam with Sandalwood Aloe Vera 100 ml,₹ 1645,Sensitive,"softening and smoothening,redness,"
499,cleanser,https://www.myntra.com/face-wash-and-cleanser/khadi-natural/khadi-natural-unisex-ayurvedic-neem-sustainable-face-wash-210-ml/5416474/buy,Khadi Natural,Unisex Ayurvedic Neem Sustainable Face Wash 210 ml,₹ 148,All,"general care,,"
500,cleanser,https://www.myntra.com/face-wash-and-cleanser/laneige/laneige-perfect-pore-cleansing-oil---250-ml/12847404/buy,LANEIGE,Perfect Pore Cleansing Oil - 250 ml,₹ 2040,All,"blackheads removal,acne or blemishes,"
501,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-unisex-anti-aging-plus-whitening-facial-foam-50-g-each/7253548/buy,LOreal,Unisex Anti-Aging Plus Whitening Facial Foam 50 g each,₹ 199,All,"fine lines and wrinkles,dryness,daily use"
502,cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-whiteglow-cleansing-milk-80-ml/1920205/buy,Lotus Herbals,Sustainable WhiteGlow Cleansing Milk 80 ml,₹ 191,All,"general care,,"
503,cleanser,https://www.myntra.com/face-wash-and-cleanser/skinkraft/skinkraft-women-sebum-control-face-cleanser-60ml/15268056/buy,SKINKRAFT,Women Sebum Control Face Cleanser 60ml,₹ 399,Oily,"excess oil,,"
504,cleanser,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-care-unisex-face-wash--100-gm/15322556/buy,Azani Active Care,Unisex Face Wash -100 gm,₹ 179,All,"blackheads removal,hydration,"
505,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-man-company/the-man-company-black-pepper--bergamot-charcoal-cleansing-gel-100-ml/2111930/buy,THE MAN COMPANY,Black Pepper & Bergamot Charcoal Cleansing Gel 100 ml,₹ 251,Oily,"excess oil,blackheads and whiteheads,acne or blemishes"
506,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-set-of-2-white-perfect-milky-foam-face-wash/7640405/buy,LOreal,Paris Set Of 2 White Perfect Milky Foam Face Wash,₹ 238,All,"lightening,dark spots,pore care"
507,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-acno-fight-anti-pimple-for-acne-prone-skin-facewash-150g/13324928/buy,Garnier,Men Acno Fight Anti-Pimple for Acne Prone Skin Facewash 150g,₹ 213,Oily,"acne or blemishes,,"
508,cleanser,https://www.myntra.com/face-wash-and-cleanser/paulas-choice/paulas-choice-white-perfectly-balanced-foaming-cleanser-190-ml/13205366/buy,Paulas Choice,white Perfectly Balanced Foaming Cleanser 190 ml,₹ 1512,Combination,"dull skin,redness,excess oil"
509,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-set-of-tan-removal-scrub--face-wash--depigmentation-face-pack/13539326/buy,Biotique,Set of Tan-Removal Scrub & Face Wash & Depigmentation Face Pack,₹ 414,All,"dull skin,uneven skin tone,daily use"
510,cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-women-transparent-papaya-brightening-face-wash/14654236/buy,Good Vibes,Women Transparent Papaya Brightening Face Wash,₹ 175,All,"general care,daily use,softening and smoothening"
511,cleanser,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-care-pack-of-3-soothing-skin-brightening--acne-face-wash--100gm-each/15322564/buy,Azani Active Care,"Pack of 3 Soothing, Skin Brightening & Acne Face Wash- 100gm Each",₹ 447,All,"acne or blemishes,softening and smoothening,uneven skin tone"
512,cleanser,https://www.myntra.com/face-wash-and-cleanser/skinkraft/skinkraft-women-moisturizing-cleanser-60ml/15268060/buy,SKINKRAFT,Women Moisturizing Cleanser 60ml,₹ 399,Dry,"hydration,,"
513,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-unisex-set-of-2-bio-honey-gel-foaming-face-wash/7037387/buy,Biotique,Unisex Set of 2 Bio Honey Gel Foaming Face Wash,₹ 156,All,"hydration,softening and smoothening,deep nourishment"
514,cleanser,https://www.myntra.com/face-wash-and-cleanser/minimalist/minimalist-2-salicylic-acid-face-wash-with-lha-100-ml/14669014/buy,Minimalist,2% Salicylic Acid Face Wash With LHA 100 ml,₹ 299,All,"excess oil,pore care,acne or blemishes"
515,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-intensely-cleansing-face-wash-125-ml/14705278/buy,THE BODY SHOP,Intensely Cleansing Face Wash 125 ml,₹ 803,All,general care
516,cleanser,https://www.myntra.com/face-wash-and-cleanser/simple/simple-set-of-kind-to-skin-moisturising-facial-wash--refreshing-facial-wash/15064016/buy,Simple,Set Of Kind To Skin Moisturising Facial Wash & Refreshing Facial Wash,₹ 562,Normal,general care
517,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-moms-co/the-moms-co-vitamin-c-face-wash-with-orange-beads---skin-brightening--uneven-skin-tone/14372234/buy,The Moms Co.,Vitamin C Face Wash with Orange Beads - Skin Brightening & Uneven Skin Tone,₹ 229,All,"daily use,uneven skin tone,hydration"
518,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-bio-berberry-hydrating-cleanser-800-ml/1661444/buy,Biotique,Bio Berberry Hydrating Cleanser 800 ml,₹ 551,All,"general care,general care,daily use"
519,cleanser,https://www.myntra.com/face-wash-and-cleanser/nivea/nivea-set-of-skin-refining-scrub--total-face-clean-up/15060818/buy,Nivea,Set of Skin Refining Scrub & Total Face Clean-Up,₹ 373,Oily,"excess oil,blackheads and whiteheads,dark spots"
520,cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-whiteglow-3-in-1-deep-cleansing-skin-whitening-facial-foam-50-g/57755/buy,Lotus Herbals,Sustainable WhiteGlow 3-in-1 Deep Cleansing Skin Whitening Facial Foam 50 g,₹ 116,All,"lightening,dull skin,"
521,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-body-shop/the-body-shop-men-guarana--coffee-energising-sustainable-cleanser-150-ml/7085758/buy,THE BODY SHOP,Men Guarana & Coffee Energising Sustainable Cleanser 150 ml,₹ 845,All,"general care,deep nourishment,dull skin"
522,cleanser,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-unisex-pack-of-3-face-moisturizer-cream-with-avocado--vitamin-e/15322554/buy,Azani Active Care,Azani Unisex Pack of 3 Face Moisturizer Cream with Avocado & Vitamin E,₹ 448,All,"dryness,irregular textures,fine lines and wrinkles"
523,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-unisex-set-of-2-advanced-ayurveda-pineapple-oil-control-face-wash-100ml-each/7437377/buy,Biotique,Unisex Set of 2 Advanced Ayurveda Pineapple Oil Control Face Wash (100ml each),₹ 156,Oily,"excess oil,acne or blemishes,excess oil"
524,cleanser,https://www.myntra.com/face-wash-and-cleanser/dermafique/dermafique-unisex-absolute-detox-facial-cleanser-100-ml/10855174/buy,Dermafique,Unisex Absolute Detox Facial Cleanser 100 ml,₹ 167,Dry,"general care,,"
525,cleanser,https://www.myntra.com/face-wash-and-cleanser/ethiglo/ethiglo-pack-of-2-skin-whitening-deep-cleansing-face-wash---70-ml-each/12795876/buy,ETHIGLO,Pack of 2 Skin Whitening Deep Cleansing Face Wash - 70 ml each,₹ 500,All,"general care,,"
526,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of-2-deep-clean-foam-cleanser-100-gm/7037185/buy,Neutrogena,Set Of 2 Deep Clean Foam Cleanser 100 gm,₹ 484,Oily,"anti-pollution,pore care,excess oil"
527,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-set-of-body-wash--face-wash/13538454/buy,Biotique,Set Of Body Wash & Face Wash,₹ 273,All,"dull skin,uneven skin tone,daily use"
528,cleanser,https://www.myntra.com/face-wash-and-cleanser/deyomkar/deyomkar-natural-herbal-neem-facewash--200-ml/15336042/buy,Deyomkar,Natural Herbal Neem Facewash -200 ml,₹ 114,All,"daily use,anti-pollution,excess oil"
529,cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-skin-tightening-hemp-foam-face-wash-100-ml/14665222/buy,BEARDO,Men Skin Tightening Hemp Foam Face Wash 100 ml,₹ 271,All,"pore care,dull skin,skin inflammation"
530,cleanser,https://www.myntra.com/face-wash-and-cleanser/kaya-skin-clinic/kaya-skin-clinic-unisex-set-of-acne-free-purifying-cleanser--toner/13537360/buy,Kaya Skin Clinic,Unisex Set of Acne Free Purifying Cleanser & Toner,₹ 560,Oily,"acne or blemishes,excess oil,blackheads and whiteheads"
531,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-set-of-tan-removal-scrub--white-advanced-fairness-sustainable-face-wash/15060718/buy,Biotique,Set of Tan Removal Scrub & White Advanced Fairness Sustainable Face Wash,₹ 247,All,"dull skin,uneven skin tone,daily use"
532,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-set-of--deep-clean-foam-cleanser--ultra-sheer-sunblock-spf50/9653903/buy,Neutrogena,Set Of Deep Clean Foam Cleanser & Ultra Sheer Sunblock SPF50,₹ 454,Oily,"anti-pollution,pore care,excess oil"
533,cleanser,https://www.myntra.com/face-wash-and-cleanser/good-vibes/good-vibes-brightening-papaya-face-wash---200-ml/15283632/buy,Good Vibes,Brightening Papaya Face Wash - 200 ml,₹ 246,All,"hydration,dull skin,excess oil"
534,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-skin-naturals-pack-of-2-gentle-orange-fruit-water-soothing-fash-wash/9465089/buy,Garnier,Skin Naturals Pack of 2 Gentle Orange Fruit Water Soothing Fash Wash,₹ 118,Normal,"general care,,"
535,cleanser,https://www.myntra.com/face-wash-and-cleanser/rdk/rdk-unisex-chandan-pata-with-original-sandalwood-stick/15378088/buy,RDK,Unisex Chandan Pata with Original Sandalwood Stick,₹ 1199,All,"tan removal,hydration,softening and smoothening"
536,cleanser,https://www.myntra.com/face-wash-and-cleanser/skinkraft/skinkraft-women-syndet-face-cleanser-60ml/15268054/buy,SKINKRAFT,Women Syndet Face Cleanser 60ml,₹ 399,Normal,"deep nourishment,,"
537,cleanser,https://www.myntra.com/face-wash-and-cleanser/mamaearth/mamaearth-sustainable-set-of-2-charcoal-face-wash-for-oil-control---100-ml-each/11081258/buy,Mamaearth,Sustainable Set of 2 Charcoal Face Wash for Oil Control - 100 ml each,₹ 448,Normal,"tan removal,dull skin,pore care"
538,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-unisex-pack-of-2-deep-clean-facial-cleanser-50-ml/7037927/buy,Neutrogena,Unisex Pack Of 2 Deep Clean Facial Cleanser 50 ml,₹ 221,Oily,"pore care,excess oil,"
539,cleanser,https://www.myntra.com/face-wash-and-cleanser/azani-active-care/azani-active-care-pack-of-3-unisex-1-salicylic-acid-face-wash--100-ml-each/15322568/buy,Azani Active Care,Pack Of 3 Unisex 1% Salicylic Acid Face Wash -100 ml Each,₹ 742,All,"acne or blemishes,excess oil,blackheads and whiteheads"
540,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-set-of-face-wash--toner/13538402/buy,Biotique,Set Of Face Wash & Toner,₹ 269,All,"dull skin,uneven skin tone,daily use"
541,cleanser,https://www.myntra.com/face-wash-and-cleanser/innisfree/innisfree-unisex-jeju-hellabong-daily-facial-cleanser-150-ml/12736264/buy,Innisfree,Unisex Jeju Hellabong Daily Facial Cleanser 150 ml,₹ 900,All,"general care,hydration,pore care"
542,cleanser,https://www.myntra.com/face-wash-and-cleanser/tnw-the-natural-wash/tnw-the-natural-wash-multani-mitti-face-wash---100-ml/14357206/buy,TNW the natural wash,Multani Mitti Face Wash - 100 ml,₹ 218,Oily,"daily use,excess oil,daily use"
543,cleanser,https://www.myntra.com/face-wash-and-cleanser/garnier/garnier-men-pack-of-2-power-white-anti-pollution-double-action-face-wash/11815884/buy,Garnier,Men Pack of 2 Power White Anti-Pollution Double Action Face Wash,₹ 345,All,"lightening,,"
544,cleanser,https://www.myntra.com/face-wash-and-cleanser/neutrogena/neutrogena-unisex-set-of-2-deep-clean-foam-cleanser/7037937/buy,Neutrogena,Unisex Set of 2 Deep Clean Foam Cleanser,₹ 263,Oily,"anti-pollution,pore care,"
545,cleanser,https://www.myntra.com/face-wash-and-cleanser/deyomkar/deyomkar-natural-herbal--charcoal-face-wash---200-ml/15336044/buy,Deyomkar,Natural Herbal & Charcoal Face Wash - 200 ml,₹ 114,All,"daily use,anti-pollution,dull skin"
546,cleanser,https://www.myntra.com/face-wash-and-cleanser/taavi/taavi-unisex-natreal-brightening-ubtan-face-wash-210-ml/13454644/buy,Taavi,Unisex Natreal Brightening Ubtan Face Wash 210 ml,₹ 149,All,"general care,daily use,"
547,cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-set-of-de-tan--ultraglow-face-washes/14465226/buy,BEARDO,Men Set of De-Tan & UltraGlow Face Washes,₹ 456,All,"general care,excess oil,anti-pollution"
548,cleanser,https://www.myntra.com/face-wash-and-cleanser/wow-skin-science/wow-skin-science-unisex-apple-cider-vinegar-foaming-face-wash-save-earth-combo-pack-350-ml/14237558/buy,WOW SKIN SCIENCE,Unisex Apple Cider Vinegar Foaming Face Wash Save Earth Combo Pack 350 ml,₹ 798,All,"general care,,"
549,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-set-of-face-wash--moisturiser/11817058/buy,Himalaya,Set of Face Wash & Moisturiser,₹ 217,Oily,"excess oil,general care,deep nourishment"
550,cleanser,https://www.myntra.com/face-wash-and-cleanser/lotus-herbals/lotus-herbals-sustainable-whiteglow-cleansing-milk-80-ml/1920205/buy,Lotus Herbals,Sustainable WhiteGlow Cleansing Milk 80 ml,₹ 191,All,"general care,,"
551,cleanser,https://www.myntra.com/face-wash-and-cleanser/saamya/saamya-refresh-anti-bacterial-face--body-wash-200ml/15341604/buy,Saamya,Refresh Anti Bacterial Face & Body Wash 200ml,₹ 408,All,"dryness,dryness,softening and smoothening"
552,cleanser,https://www.myntra.com/face-wash-and-cleanser/bioderma/bioderma-unisex-pigmentbio-foaming-cream-brightening-exfoliating-cleanser-200-ml/14993074/buy,BIODERMA,Unisex Pigmentbio Foaming Cream Brightening Exfoliating Cleanser 200 ml,₹ 1590,Normal,"pigmentation,,"
553,cleanser,https://www.myntra.com/face-wash-and-cleanser/ethiglo/ethiglo-skin-whitening-face-wash-200-ml/12795872/buy,ETHIGLO,Skin Whitening Face Wash 200 ml,₹ 499,All,"general care,,"
554,cleanser,https://www.myntra.com/face-wash-and-cleanser/biotique/biotique-set-of-cream--face-wash/13538384/buy,Biotique,Set Of Cream & Face Wash,₹ 285,All,"dull skin,uneven skin tone,daily use"
555,cleanser,https://www.myntra.com/face-wash-and-cleanser/paulas-choice/paulas-choice-white-perfectly-balanced-foaming-cleanser-190-ml/13205366/buy,Paulas Choice,white Perfectly Balanced Foaming Cleanser 190 ml,₹ 1512,Combination,"dull skin,redness,excess oil"
556,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-set-of-2-facewash---deep-cleansing-apricot--oil-clear-lemon/15063338/buy,Himalaya,Set of 2 Facewash - Deep Cleansing Apricot & Oil Clear Lemon,₹ 207,Normal,"acne or blemishes,pigmentation,daily use"
557,cleanser,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-amba-haldi-powder-for-face/15386564/buy,Havintha,Natural Amba Haldi Powder For Face,₹ 299,Normal,"lightening,,"
558,cleanser,https://www.myntra.com/face-wash-and-cleanser/bioderma/bioderma-sebium-gel-moussant-face-wash-200-ml/2138160/buy,BIODERMA,Sebium Gel Moussant Face Wash 200 ml,₹ 1575,Sensitive,"acne or blemishes,,"
559,cleanser,https://www.myntra.com/face-wash-and-cleanser/beardo/beardo-men-set-of-de-tan-face-wash--face-gel/13538724/buy,BEARDO,Men Set of De-Tan Face Wash & Face Gel,₹ 383,All,"tan removal,deep nourishment,"
560,cleanser,https://www.myntra.com/face-wash-and-cleanser/loreal/loreal-paris-set-of-perfect-milky-sustainable-facial-foam--revitalift-crystal-face-serum/14464488/buy,LOreal,Paris Set Of Perfect Milky Sustainable Facial Foam & Revitalift Crystal Face Serum,₹ 447,All,"uneven skin tone,dark spots,pore care"
561,cleanser,https://www.myntra.com/face-wash-and-cleanser/minimalist/minimalist-2-salicylic-acid-face-wash-with-lha-100-ml/14669014/buy,Minimalist,2% Salicylic Acid Face Wash With LHA 100 ml,₹ 299,All,"excess oil,pore care,acne or blemishes"
562,cleanser,https://www.myntra.com/face-wash-and-cleanser/organic-harvest/organic-harvest-vitamin-c-face-cleanser-100-ml/14719806/buy,Organic Harvest,Vitamin C Face Cleanser 100 ml,₹ 445,All,"pore care,,"
563,cleanser,https://www.myntra.com/face-wash-and-cleanser/havintha/havintha-natural-aloe-vera-powder-for-hair--face/15386566/buy,Havintha,Natural Aloe Vera Powder for Hair & Face,₹ 299,Dry,"fine lines and wrinkles,skin inflammation,acne or blemishes"
564,cleanser,https://www.myntra.com/face-wash-and-cleanser/himalaya/himalaya-set-of-2-face-wash--face-scrub-set/7094582/buy,Himalaya,Set of 2 Face Wash & Face Scrub Set,₹ 266,Normal,"acne or blemishes,general care,pigmentation"
565,cleanser,https://www.myntra.com/face-wash-and-cleanser/taavi/taavi-unisex-natreal-purifying-apple-cider-vinegar-face-wash-210-ml/13454650/buy,Taavi,Unisex Natreal Purifying Apple Cider Vinegar Face Wash 210 ml,₹ 149,All,"general care,,"
566,cleanser,https://www.myntra.com/face-wash-and-cleanser/the-man-company/the-man-company-charcoal-ylang-ylang--argan-face-wash-100-ml/2111929/buy,THE MAN COMPANY,Charcoal Ylang-Ylang & Argan Face Wash 100 ml,₹ 247,All,"acne or blemishes,uneven skin tone,pore care"
567,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-women-hydra-bomb-green-tea-serum-mask/8119103/buy,Garnier,Women Hydra Bomb Green Tea Serum Mask,₹ 58,All,"dull skin,hydration,daily use"
568,mask-and-peel,https://www.myntra.com/mask-and-peel/lakme/lakme-blush--glow-lemon-sheet-mask-20-ml/11523460/buy,Lakme,Blush & Glow Lemon Sheet Mask 20 ml,₹ 80,All,"dryness,daily use,"
569,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-fruit-whitening-depigmentation--tan-removal-sustainable-face-pack-100-g/8974027/buy,Biotique,"Bio Fruit Whitening, Depigmentation & Tan Removal Sustainable Face Pack 100 g",₹ 82,All,"pigmentation,uneven skin tone,pore care"
570,mask-and-peel,https://www.myntra.com/mask-and-peel/mamaearth/mamaearth-ubtan-skin-lightening--brightening-sustainable-face-mask-100-ml/11081548/buy,Mamaearth,Ubtan Skin Lightening & Brightening Sustainable Face Mask 100 ml,₹ 449,All,"oily skin,,"
571,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-hydra-bomb-eye-orange-extracts-serum-mask-6-g/11793422/buy,Garnier,Hydra Bomb Eye Orange Extracts Serum Mask 6 g,₹ 74,All,"dull skin,softening and smoothening,daily use"
572,mask-and-peel,https://www.myntra.com/mask-and-peel/phy/phy-green-tea-acne-action--oil-control-face-mask-60-gm/15102712/buy,Phy,Green Tea Acne-Action & Oil Control Face Mask 60 gm,₹ 400,Oily,"acne or blemishes,pore care,oil control"
573,mask-and-peel,https://www.myntra.com/mask-and-peel/sotrue/sotrue-unisex-green-tea-face-cleansing-mask/15343196/buy,SOTRUE,Sotrue Unisex Green Tea Face Cleansing Mask,₹ 389,All,"hydration,softening and smoothening,oil control"
574,mask-and-peel,https://www.myntra.com/mask-and-peel/biotique/biotique-bio-fruit-whitening--depigmentation-sustainable-face-pack-75-g/1661414/buy,Biotique,Bio Fruit Whitening & Depigmentation Sustainable Face Pack 75 g,₹ 117,All,"pigmentation,uneven skin tone,pore care"
575,mask-and-peel,https://www.myntra.com/mask-and-peel/mcaffeine/mcaffeine-naked--raw-tan-removal-coffee-sustainable-face-mask---100g/10901914/buy,MCaffeine,Naked & Raw Tan Removal Coffee Sustainable Face Mask - 100g,₹ 517,Oily,"pore care,tan removal,acne or blemishes"
576,mask-and-peel,https://www.myntra.com/mask-and-peel/garnier/garnier-skin-naturals-light-complete-brightening-milky-serum-sheet-mask/11793446/buy,Garnier,Skin Naturals Light Complete Brightening Milky Serum Sheet Mask,₹ 71,All,"dull skin,hydration,daily use"
577,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-jeju-volcanic-blackhead-3-step-sheet/11130996/buy,Innisfree,Jeju Volcanic Blackhead 3 Step Sheet,₹ 180,All,"hydration,deep nourishment,daily use"
578,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-brightening-rice-face-mask/6687977/buy,The Face Shop,Real Nature Brightening Rice Face Mask,₹ 100,All,"dull skin,dark spots,daily use"
579,mask-and-peel,https://www.myntra.com/mask-and-peel/skinkraft/skinkraft-transparent-customized-face-mask/15348458/buy,SKINKRAFT,Transparent Customized Face Mask,₹ 497,All,"fine lines and wrinkles,,"
580,mask-and-peel,https://www.myntra.com/mask-and-peel/innisfree/innisfree-unisex-special-care-foot-mask-20-g/7206949/buy,Innisfree,Unisex Special Care Foot Mask 20 g,₹ 190,All,"hydration,deep nourishment,daily use"
581,mask-and-peel,https://www.myntra.com/mask-and-peel/lakme/lakme-blush--glow-kiwi-sheet-mask-20-ml/11523464/buy,Lakme,Blush & Glow Kiwi Sheet Mask 20 ml,₹ 80,All,"daily use,deep nourishment,hydration"
582,mask-and-peel,https://www.myntra.com/mask-and-peel/the-face-shop/the-face-shop-real-nature-firming-blueberry-face-mask/6687973/buy,The Face Shop,Real Nature Firming Blueberry Face Mask,₹ 100,All,"dryness,skin sagging,softening and smoothening"
